管材类型,f采用值（上限）,f下限,Q_target (m³/s),n_unpr,i_unpr_str,i_unpr_val,D (m),水力计算内径 di (mm),公称外径 DN (mm),公称壁厚 en (mm),PE材料等级,PE公称压力 PN (MPa),PE标准尺寸比 SDR,产品标准,y_unpr (m),v_unpr (m/s),y/D_unpr,V_press (m/s),hf_press (m/km),hf_local_press (m/km),hf_total_press (m/km),h_loss_total (m),hf_press_f下限 (m/km),hf_local_press_f下限 (m/km),hf_total_press_f下限 (m/km),h_loss_total_f下限 (m),净空高度 (m),净空面积 (%),净空高<0.4m,净空面积(%)<15,Q_full_unpr (m³/s),Q_max_unpr (m³/s),加大比例 (%),分类,备注,产品族,产品型式,产品规格ID,公称口径代号,公称口径 (mm),口径基准,产品外径 (mm),产品公称壁厚 (mm),水力内径取值依据,等级体系,等级代码,内衬代号,内衬厚度 (mm),两端最小内径 (mm),两端最大内径 (mm),设计内径允许偏差 (mm),产品规格依据,规格表定位,钢管壁厚选取,钢管尺寸计算过程,钢管所需最小水力内径 (mm),钢管上取公称外径 DN (mm),钢管最小推荐档
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,0.3966,396.6,450,26.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,0.8094773455963962,2.037047102148635,0.30555706532229526,2.3426041674709306,2.3426041674709306,,,,,,,False,False,0.06902373341621734,0.07424925310992868,30.0,妥协,Q>0.0742(Q_max_unpr),PE,,PE|PE100|PN1|dn450,DN,450.0,公称外径,450.0,26.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,0.44060000000000005,440.6,500,29.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,0.6558750842664939,1.2332504044212915,0.18498756066319372,1.4182379650844852,1.4182379650844852,,,,,,,False,False,0.09137832660030068,0.09829622601830099,30.0,妥协,Q>0.0983(Q_max_unpr),PE,,PE|PE100|PN1|dn500,DN,500.0,公称外径,500.0,29.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,0.49360000000000004,493.6,560,33.2,PE100,1.0,17.0,GB/T 13663.2—2018,0.3365273701480505,0.7195745480899632,0.6817815440600699,0.5225884616179326,0.7173713480634895,0.10760570220952341,0.8249770502730128,0.8249770502730128,,,,,0.15707262985194953,27.375354922559445,True,False,0.12370624444607871,0.1330715653957591,30.0,兜底,,PE,,PE|PE100|PN1|dn560,DN,560.0,公称外径,560.0,33.2,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,0.5552,555.2,630,37.4,PE100,1.0,17.0,GB/T 13663.2—2018,0.30698474404341114,0.7281612356868229,0.5529264121819365,0.4130581577474881,0.40937336731072294,0.061406005096608436,0.47077937240733136,0.47077937240733136,,,,,0.2482152559565889,43.27380564856909,True,False,0.16927381139850226,0.1820888764683471,30.0,兜底,,PE,,PE|PE100|PN1|dn630,DN,630.0,公称外径,630.0,37.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,0.6257999999999999,625.8,710,42.1,PE100,1.0,17.0,GB/T 13663.2—2018,0.28648584594994975,0.7284344850184914,0.45779138055281204,0.3251164925603858,0.23128415551068843,0.034692623326603264,0.2659767788372917,0.2659767788372917,,,,,0.33931415405005017,55.3677785378142,True,False,0.23292675511294367,0.2505607381763545,30.0,兜底,,PE,,PE|PE100|PN1|dn710,DN,710.0,公称外径,710.0,42.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,0.7052,705.2,800,47.4,PE100,1.0,17.0,GB/T 13663.2—2018,0.2706016891819515,0.7246779625236954,0.38372332555580185,0.25602684907399714,0.13082592346098768,0.01962388851914815,0.15044981198013582,0.15044981198013582,,,,,0.43459831081804856,64.67025874743284,False,False,0.3203003127931266,0.3445490097204525,30.0,兜底,,PE,,PE|PE100|PN1|dn800,DN,800.0,公称外径,800.0,47.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,0.7934,793.4,900,53.3,PE100,1.0,17.0,GB/T 13663.2—2018,0.25760813741140426,0.7186650201565228,0.3246888548164914,0.20226732287260418,0.07457027105373476,0.011185540658060213,0.08575581171179497,0.08575581171179497,,,,,0.5357918625885958,71.85513177912138,False,False,0.4385681371647384,0.47177043330785295,30.0,兜底,,PE,,PE|PE100|PN1|dn900,DN,900.0,公称外径,900.0,53.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,0.8814,881.4,1000,59.3,PE100,1.0,17.0,GB/T 13663.2—2018,0.2475388760642734,0.7120348377471541,0.2808473747041904,0.16389436663374501,0.045151072105484066,0.00677266081582261,0.05192373292130668,0.05192373292130668,,,,,0.6338611239357266,76.98225452671679,False,False,0.5805674408329712,0.6245199546343688,30.0,兜底,,PE,,PE|PE100|PN1|dn1000,DN,1000.0,公称外径,1000.0,59.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,1.0642,1064.2,1200,67.9,PE100,1.0,17.0,GB/T 13663.2—2018,0.23199442560277023,0.6982412821316187,0.2179988964506392,0.11242518462915753,0.018375644186766512,0.0027563466280149766,0.02113199081478149,0.02113199081478149,,,,,0.8322055743972299,83.8988058274152,False,False,0.9596655364388261,1.0323180997216304,30.0,兜底,,PE,,PE|PE100|PN1|dn1200,DN,1200.0,公称外径,1200.0,67.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,1.2352,1235.2,1400,82.4,PE100,1.0,17.0,GB/T 13663.2—2018,0.22133397526426524,0.6862282815255631,0.17918877531109556,0.08345177004117105,0.009027274682657195,0.0013540912023985792,0.010381365885055773,0.010381365885055773,,,,,1.013866024735735,87.83906576166632,False,False,1.4278764837270654,1.535975485571987,30.0,兜底,,PE,,PE|PE100|PN1|dn1400,DN,1400.0,公称外径,1400.0,82.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,1.4118,1411.8,1600,94.1,PE100,1.0,17.0,GB/T 13663.2—2018,0.21267592538288724,0.6749472788658377,0.1506416811041842,0.06387983173731845,0.004772274764782346,0.0007158412147173519,0.0054881159794996975,0.0054881159794996975,,,,,1.1991240746171128,90.53558200209943,False,False,2.039168090745026,2.1935456140922676,30.0,兜底,,PE,,PE|PE100|PN1|dn1600,DN,1600.0,公称外径,1600.0,94.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,1.5882,1588.2,1800,105.9,PE100,1.0,17.0,GB/T 13663.2—2018,0.2056141101928545,0.6647540723375442,0.12946361301653098,0.05047772058000139,0.002721609003238247,0.00040824135048573705,0.003129850353723984,0.003129850353723984,,,,,1.3825858898071455,92.40655714939793,False,False,2.7912906721294264,3.002608484947967,30.0,兜底,,PE,,PE|PE100|PN1|dn1800,DN,1800.0,公称外径,1800.0,105.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/750,0.0013333333333333333,1.7648,1764.8,2000,117.6,PE100,1.0,17.0,GB/T 13663.2—2018,0.19966765413879123,0.6554980479231249,0.11313896993358524,0.04088077575968722,0.001645909627839331,0.00024688644417589965,0.0018927960720152306,0.0018927960720152306,,,,,1.5651323458612088,93.76340236416972,False,False,3.6975370979211695,3.9774633199194085,30.0,兜底,,PE,,PE|PE100|PN1|dn2000,DN,2000.0,公称外径,2000.0,117.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.027399999999999997,27.4,32,2.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,169.59341796781436,699960.1452937264,104994.02179405895,804954.1670877853,804954.1670877853,,,,,,,False,False,4.803856425203688e-05,5.1675378013514156e-05,30.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn32,DN,32.0,公称外径,32.0,2.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.0352,35.2,40,2.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,102.7601647029283,211901.9691368925,31785.295370533873,243687.26450742636,243687.26450742636,,,,,,,False,False,9.369195203758854e-05,0.00010078500708232837,30.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn40,DN,40.0,公称外径,40.0,2.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.044,44.0,50,3.0,PE100,1.0,17.0,GB/T 13663.2—2018,,,,65.76650540987411,73092.73798330878,10963.910697496316,84056.6486808051,84056.6486808051,,,,,,,False,False,0.0001698748118660371,0.00018273537635504688,30.0,兜底,Q>0.0002(Q_max_unpr),PE,,PE|PE100|PN1|dn50,DN,50.0,公称外径,50.0,3.0,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.0554,55.4,63,3.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,41.48495173712556,24355.77310221895,3653.3659653328427,28009.139067551794,28009.139067551794,,,,,,,False,False,0.0003140131899425875,0.0003377859131338337,30.0,兜底,Q>0.0003(Q_max_unpr),PE,,PE|PE100|PN1|dn63,DN,63.0,公称外径,63.0,3.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.066,66.0,75,4.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,29.22955795994405,10566.20238108593,1584.9303571628895,12151.13273824882,12151.13273824882,,,,,,,False,False,0.0005008476952021185,0.0005387649356250148,30.0,兜底,Q>0.0005(Q_max_unpr),PE,,PE|PE100|PN1|dn75,DN,75.0,公称外径,75.0,4.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.0792,79.2,90,5.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,20.298304138850032,4428.17097634125,664.2256464511875,5092.3966227924375,5092.3966227924375,,,,,,,False,False,0.0008144335748169518,0.0008760911884201272,30.0,兜底,Q>0.0009(Q_max_unpr),PE,,PE|PE100|PN1|dn90,DN,90.0,公称外径,90.0,5.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.0968,96.8,110,6.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,13.588120952453329,1700.2705905195417,255.04058857793123,1955.3111790974729,1955.3111790974729,,,,,,,False,False,0.0013907726374247406,0.0014960626506802439,30.0,兜底,Q>0.0015(Q_max_unpr),PE,,PE|PE100|PN1|dn110,DN,110.0,公称外径,110.0,6.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.1102,110.2,125,7.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,10.484480821334273,916.0882049490918,137.41323074236377,1053.5014356914555,1053.5014356914555,,,,,,,False,False,0.001965197049895683,0.002113974512052498,30.0,兜底,Q>0.0021(Q_max_unpr),PE,,PE|PE100|PN1|dn125,DN,125.0,公称外径,125.0,7.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.12340000000000001,123.4,140,8.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,8.361415385886922,534.0355710962359,80.10533566443539,614.1409067606713,614.1409067606713,,,,,,,False,False,0.0026572287581534096,0.0028583972623648078,30.0,兜底,Q>0.0029(Q_max_unpr),PE,,PE|PE100|PN1|dn140,DN,140.0,公称外径,140.0,8.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.141,141.0,160,9.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,6.404303328480273,282.72768028478686,42.40915204271803,325.13683232750486,325.13683232750486,,,,,,,False,False,0.003791748164594668,0.004078806741797446,30.0,兜底,Q>0.0041(Q_max_unpr),PE,,PE|PE100|PN1|dn160,DN,160.0,公称外径,160.0,9.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.1586,158.6,180,10.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,5.061785678021127,161.3233806745643,24.198507101184646,185.52188777574895,185.52188777574895,,,,,,,False,False,0.005188761067816425,0.005581582084644628,30.0,兜底,Q>0.0056(Q_max_unpr),PE,,PE|PE100|PN1|dn180,DN,180.0,公称外径,180.0,10.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.1762,176.2,200,11.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,4.1010806544491505,97.6551912385319,14.648278685779784,112.30346992431168,112.30346992431168,,,,,,,False,False,0.006869697213665367,0.007389775399865129,30.0,兜底,Q>0.0074(Q_max_unpr),PE,,PE|PE100|PN1|dn200,DN,200.0,公称外径,200.0,11.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.1982,198.2,225,13.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.2411775218519727,55.713326015438916,8.356998902315837,64.07032491775476,64.07032491775476,,,,,,,False,False,0.00940152384471754,0.010113276825467279,30.0,兜底,Q>0.0101(Q_max_unpr),PE,,PE|PE100|PN1|dn225,DN,225.0,公称外径,225.0,13.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.2204,220.4,250,14.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2.6211202053335683,33.575633229480985,5.036344984422148,38.611978213903136,38.611978213903136,,,,,,,False,False,0.012478223457316837,0.013422901457064386,30.0,兜底,Q>0.0134(Q_max_unpr),PE,,PE|PE100|PN1|dn250,DN,250.0,公称外径,250.0,14.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.24680000000000002,246.8,280,16.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2.0903538464717304,19.572986934833484,2.9359480402250226,22.508934975058505,22.508934975058505,,,,,,,False,False,0.016872350904051498,0.01814969128488367,30.0,兜底,Q>0.0181(Q_max_unpr),PE,,PE|PE100|PN1|dn280,DN,280.0,公称外径,280.0,16.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.2776,277.6,315,18.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.6522326309899524,11.169472535349188,1.6754208803023782,12.844893415651566,12.844893415651566,,,,,,,False,False,0.02308733207099065,0.024835184620268565,30.0,兜底,Q>0.0248(Q_max_unpr),PE,,PE|PE100|PN1|dn315,DN,315.0,公称外径,315.0,18.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.3128,312.8,355,21.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.3012976031349164,6.320058912023795,0.9480088368035692,7.268067748827364,7.268067748827364,,,,,,,False,False,0.03174191832559694,0.03414497610177356,30.0,兜底,Q>0.0341(Q_max_unpr),PE,,PE|PE100|PN1|dn355,DN,355.0,公称外径,355.0,21.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.3526,352.6,400,23.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.0241073962959886,3.5694959068992698,0.5354243860348904,4.10492029293416,4.10492029293416,,,,,,,False,False,0.043685905237214495,0.0469931960320795,30.0,经济,Q>0.0470(Q_max_unpr),PE,,PE|PE100|PN1|dn400,DN,400.0,公称外径,400.0,23.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.3966,396.6,450,26.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,0.8094773455963962,2.037047102148635,0.30555706532229526,2.3426041674709306,2.3426041674709306,,,,,,,False,False,0.05977630660248908,0.06430173940521897,30.0,妥协,Q>0.0643(Q_max_unpr),PE,,PE|PE100|PN1|dn450,DN,450.0,公称外径,450.0,26.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.44060000000000005,440.6,500,29.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,0.6558750842664939,1.2332504044212915,0.18498756066319372,1.4182379650844852,1.4182379650844852,,,,,,,False,False,0.07913595219117171,0.08512702882798555,30.0,妥协,Q>0.0851(Q_max_unpr),PE,,PE|PE100|PN1|dn500,DN,500.0,公称外径,500.0,29.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.49360000000000004,493.6,560,33.2,PE100,1.0,17.0,GB/T 13663.2—2018,0.3778852109754349,0.63615192070857,0.7655697142938308,0.5225884616179326,0.7173713480634895,0.10760570220952341,0.8249770502730128,0.8249770502730128,,,,,0.11571478902456511,17.851625593481835,True,False,0.1071327502970718,0.11524335615408961,30.0,兜底,,PE,,PE|PE100|PN1|dn560,DN,560.0,公称外径,560.0,33.2,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.5552,555.2,630,37.4,PE100,1.0,17.0,GB/T 13663.2—2018,0.33646349177602963,0.6515389890418919,0.6060221393660475,0.4130581577474881,0.40937336731072294,0.061406005096608436,0.47077937240733136,0.47077937240733136,,,,,0.2187365082239704,36.60269535750995,True,False,0.14659542086651883,0.15769359276815503,30.0,兜底,,PE,,PE|PE100|PN1|dn630,DN,630.0,公称外径,630.0,37.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.6257999999999999,625.8,710,42.1,PE100,1.0,17.0,GB/T 13663.2—2018,0.31132691719972333,0.6544220028777187,0.4974862850746618,0.3251164925603858,0.23128415551068843,0.034692623326603264,0.2659767788372917,0.2659767788372917,,,,,0.3144730828002766,50.3200547764689,True,False,0.2017204871488861,0.2169919644517044,30.0,兜底,,PE,,PE|PE100|PN1|dn710,DN,710.0,公称外径,710.0,42.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.7052,705.2,800,47.4,PE100,1.0,17.0,GB/T 13663.2—2018,0.292731191313836,0.6524166631030955,0.4151037880230232,0.25602684907399714,0.13082592346098768,0.01962388851914815,0.15044981198013582,0.15044981198013582,,,,,0.41246880868616403,60.75715665258239,False,False,0.2773882077189494,0.29838819526668325,30.0,兜底,,PE,,PE|PE100|PN1|dn800,DN,800.0,公称外径,800.0,47.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.7934,793.4,900,53.3,PE100,1.0,17.0,GB/T 13663.2—2018,0.27788542137230154,0.6478399992382566,0.35024630876266893,0.20226732287260418,0.07457027105373476,0.011185540658060213,0.08575581171179497,0.08575581171179497,,,,,0.5155145786276984,68.77819784044917,False,False,0.37981114807508165,0.4085651799989929,30.0,兜底,,PE,,PE|PE100|PN1|dn900,DN,900.0,公称外径,900.0,53.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,0.8814,881.4,1000,59.3,PE100,1.0,17.0,GB/T 13663.2—2018,0.2665478337462002,0.6423799260463114,0.30241415219673273,0.16389436663374501,0.045151072105484066,0.00677266081582261,0.05192373292130668,0.05192373292130668,,,,,0.6148521662537998,74.48638103583434,False,False,0.502786152371472,0.5408501458836684,30.0,兜底,,PE,,PE|PE100|PN1|dn1000,DN,1000.0,公称外径,1000.0,59.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,1.0642,1064.2,1200,67.9,PE100,1.0,17.0,GB/T 13663.2—2018,0.24926350402846179,0.6305532316921508,0.23422618307504395,0.11242518462915753,0.018375644186766512,0.0027563466280149766,0.02113199081478149,0.02113199081478149,,,,,0.8149364959715383,82.17038959146183,False,False,0.8310947336924444,0.8940136991454094,30.0,兜底,,PE,,PE|PE100|PN1|dn1200,DN,1200.0,公称外径,1200.0,67.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,1.2352,1235.2,1400,82.4,PE100,1.0,17.0,GB/T 13663.2—2018,0.2375296346240507,0.6200293138694631,0.19230054616584413,0.08345177004117105,0.009027274682657195,0.0013540912023985792,0.010381365885055773,0.010381365885055773,,,,,0.9976703653759493,86.54067345294251,False,False,1.2365773083740361,1.3301937900954792,30.0,兜底,,PE,,PE|PE100|PN1|dn1400,DN,1400.0,公称外径,1400.0,82.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,1.4118,1411.8,1600,94.1,PE100,1.0,17.0,GB/T 13663.2—2018,0.2280565515356909,0.6100514402506664,0.16153601893730762,0.06387983173731845,0.004772274764782346,0.0007158412147173519,0.0054881159794996975,0.0054881159794996975,,,,,1.183743448464309,89.52877945652081,False,False,1.7659713691718035,1.8996662261638404,30.0,兜底,,PE,,PE|PE100|PN1|dn1600,DN,1600.0,公称外径,1600.0,94.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,1.5882,1588.2,1800,105.9,PE100,1.0,17.0,GB/T 13663.2—2018,0.22036153632777186,0.6009857867182721,0.1387492358190227,0.05047772058000139,0.002721609003238247,0.00040824135048573705,0.003129850353723984,0.003129850353723984,,,,,1.3678384636722283,91.60084619377793,False,False,2.4173286314106233,2.6003352255836445,30.0,兜底,,PE,,PE|PE100|PN1|dn1800,DN,1800.0,公称外径,1800.0,105.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1000,0.001,1.7648,1764.8,2000,117.6,PE100,1.0,17.0,GB/T 13663.2—2018,0.2139008755897099,0.5927247658107356,0.12120403195246482,0.04088077575968722,0.001645909627839331,0.00024688644417589965,0.0018927960720152306,0.0018927960720152306,,,,,1.55089912441029,93.10290743398075,False,False,3.202161058235122,3.444584277671,30.0,兜底,,PE,,PE|PE100|PN1|dn2000,DN,2000.0,公称外径,2000.0,117.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1500,0.0006666666666666666,0.027399999999999997,27.4,32,2.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,169.59341796781436,699960.1452937264,104994.02179405895,804954.1670877853,804954.1670877853,,,,,,,False,False,3.9223323464465005e-05,4.21927694661821e-05,30.0,兜底,Q>0.0000(Q_max_unpr),PE,,PE|PE100|PN1|dn32,DN,32.0,公称外径,32.0,2.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1500,0.0006666666666666666,0.0352,35.2,40,2.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,102.7601647029283,211901.9691368925,31785.295370533873,243687.26450742636,243687.26450742636,,,,,,,False,False,7.649915849913553e-05,8.229061369149775e-05,30.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn40,DN,40.0,公称外径,40.0,2.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1500,0.0006666666666666666,0.044,44.0,50,3.0,PE100,1.0,17.0,GB/T 13663.2—2018,,,,65.76650540987411,73092.73798330878,10963.910697496316,84056.6486808051,84056.6486808051,,,,,,,False,False,0.00013870220307436,0.000149202810008437,30.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn50,DN,50.0,公称外径,50.0,3.0,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1500,0.0006666666666666666,0.0554,55.4,63,3.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,41.48495173712556,24355.77310221895,3653.3659653328427,28009.139067551794,28009.139067551794,,,,,,,False,False,0.00025639069595433133,0.0002758010431593251,30.0,兜底,Q>0.0003(Q_max_unpr),PE,,PE|PE100|PN1|dn63,DN,63.0,公称外径,63.0,3.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1500,0.0006666666666666666,0.066,66.0,75,4.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,29.22955795994405,10566.20238108593,1584.9303571628895,12151.13273824882,12151.13273824882,,,,,,,False,False,0.00040894043069806174,0.00043989972786157114,30.0,兜底,Q>0.0004(Q_max_unpr),PE,,PE|PE100|PN1|dn75,DN,75.0,公称外径,75.0,4.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,0.1,0.014,1/1500,0.0006666666666666666,0.0792,79.2,90,5.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,20.298304138850032,4428.17097634125,664.2256464511875,5092.3966227924375,5092.3966227924375,,,,,,,False,False,0.0006649822292307865,0.0007153254599259421,30.0,兜底,Q>0.0007(Q_max_unpr),PE,,PE|PE100|PN1|dn90,DN,90.0,公称外径,90.0,5.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
